,RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,street,fromSt,toSt,Direction
8950622,16734,Manhattan,2014,2,23,0,45,12,165968,POINT (991987.4 229154.9),W 97 ST,WEST END AV,BROADWAY,WB
735266,2116,Brooklyn,2009,6,23,0,15,10,19621,POINT (982670.9 163367.9),N/B 15 AVE @ 79 ST,80 ST,79 ST,NB
1744390,3313,Brooklyn,2009,5,13,7,45,50,19224,POINT (988169.6 158855),E/B HIGHLAWN AVE @ W 13 ST,STILLWELL AV,W 13 ST,EB
24571067,28834,Brooklyn,2019,2,5,5,30,31,222101,POINT (990003.2781138032 150396.88949339685),NEPTUNE AVENUE,Dead End,West 12 Street,EB
26498548,32143,Queens,2018,4,17,21,15,76,151910,POINT (1026072.8316922667 190072.39951648438),WOODHAVEN BOULEVARD,93 Avenue,Atlantic Avenue,SB
24883707,29023,Manhattan,2018,10,30,13,30,231,36277,POINT (993256.5919971104 217326.2794700091),LEXINGTON AVENUE,East 61 Street,Astoria Line,SB
4871723,10195,Manhattan,2012,9,20,22,15,128,73031,POINT (1008837.6 257570.6),BROADWAY,BODY OF WATER,BODY OF WATER,NB
1937657,7181,Queens,2010,3,1,19,30,77,141308,POINT (1014703.5 190615.1),W/B INTERBOROUGH PKWY @ VERMONT PL,BEND,VERMONT PLACE,WB
21556921,26512,Queens,2017,10,8,20,0,46,81694,POINT (1021977.7532068259 204429.39015146927),63 DRIVE,Austin Street,Wetherole Street,WB
6234186,11583,Staten Island,2012,9,28,18,15,15,14509,POINT (963969.2 158604),HYLAN BOULEVARD,BEND,RODERICK AVENUE,SB
25290417,28006,Bronx,2018,3,19,9,30,148,146574,POINT (1032982.6359508495 262773.2639558883),EASTCHESTER BRIDGE,Dead End,Boston Road,NB
2800744,9020,Brooklyn,2012,6,4,15,0,35,46599,POINT (1013279.4 170930.6),AV M,E 94 ST,E 95 ST,EB
1955767,7209,Manhattan,2010,10,31,4,15,355,159165,POINT (986925.9 201264.8),E/B DELANCEY ST @ ALLEN ST,ALLEN ST,ALLEN ST,EB
8728826,16533,Brooklyn,2014,1,31,20,15,12,119765,POINT (998421.4 194506.6),GERRY ST,HARRISON AV,HARRISON AVENUE,EB
