Yr,WktGeom,street,fromSt,toSt,mean,median
2019,POINT (990664.2381152861 202519.4257742924),AVENUE D,Dead end,East 6 Street,26.824404761904763,28.0
2019,POINT (990678.0274413553 213162.08271735016),EAST 42 STREET,Flushing Line,Flushing Line,132.21428571428572,131.0
2019,POINT (990707.1194143002 208664.93298265507),1 AVENUE,East 27 Street,East 28 Street,282.82523148148147,306.5
2019,POINT (990758.280934751 211771.016468346),3 AVENUE,Dead End,East 38 Street,252.5654761904762,259.0
2019,POINT (990762.5208198302 218098.579677157),AVENUE OF THE AMERICAS,63 Street Line,63 Street Line,200.25892857142858,231.0
2019,POINT (990776.4142213557 204272.83427270112),AVENUE C,Dead End,East 13 Street,39.604817708333336,41.0
2019,POINT (990798.9679022494 203557.4934981533),EAST 10 STREET,Avenue C,Szold Place,21.463517915309446,19.0
2019,POINT (990867.730392176 202891.5292204629),AVENUE D,Dead End,Dead end,27.015625,28.0
2019,POINT (990902.6192159337 202954.33701631924),AVENUE D,Dead end,East 8 Street,29.511904761904763,27.0
2019,POINT (990938.3757614923 204586.44037470472),AVENUE C,East 13 Street,14 Street/canarsie Line,39.60367063492063,45.0
2019,POINT (991000.4086993346 210740.91774893092),2 AVENUE,East 35 Street,East 34 Street,417.1666666666667,472.0
2019,POINT (991001.9384696767 211641.3415547625),QUEENS MIDTOWN TUNNEL EXIT,East 37 Street,Dead end,96.6547619047619,110.0
2019,POINT (991049.8347347794 217474.44107779427),WEST 57 STREET,5 Avenue,6 Avenue Line,122.69047619047619,133.0
2019,POINT (991055.0161175918 204779.88472797477),AVENUE C,Dead End,Connector,54.62202380952381,65.0
2019,POINT (991065.8744867698 203246.0084026299),AVENUE D,Dead End,East 10 Street,19.751302083333332,20.5
2019,POINT (991100.2086681445 212929.29679962745),EAST 42 STREET,Flushing Line,3 Avenue,134.02901785714286,142.5
2019,POINT (991118.1276793126 203341.13751516416),AVENUE D,Dead End,East 10 Street,22.166666666666668,23.0
2019,POINT (991156.6701436897 203411.07349335722),AVENUE D,Dead end,East 10 Street,11.979910714285714,11.0
2019,POINT (991181.8757607224 207593.80992537885),F D R DRIVE,Dead end,Dead End,778.0133928571429,885.0
2019,POINT (991215.61889628 207555.6911179451),F D R DRIVE,Dead End,Dead end,717.3630952380952,812.5
2019,POINT (991234.7111310229 222661.83589321916),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,83.12442129629629,88.0
2019,POINT (991388.4758536518 211442.05832444143),2 AVENUE,East 37 Street,East 38 Street,290.57738095238096,310.0
2019,POINT (991391.1657376217 210368.06464600385),EAST 34 STREET,Queens Midtown Tunnel Approach,1 Avenue,106.19084821428571,104.0
2019,POINT (991464.2254761929 214092.18080918695),LEXINGTON AVENUE,East 46 Street,East 47 Street,253.0601851851852,259.5
2019,POINT (991513.3694722785 211673.09251375898),2 AVENUE,East 38 Street,East 39 Street,229.6359126984127,256.0
2019,POINT (991522.0772401361 210134.51944759974),1 AVENUE,East 33 Street,East 34 Street,248.9561011904762,286.0
2019,POINT (991533.7916378764 217378.41920635634),5 AVENUE,East 58 Street,East 57 Street,225.29097222222222,251.0
2019,POINT (991617.3313092381 211861.16246177215),2 AVENUE,East 40 Street,East 39 Street,288.7604166666667,309.0
2019,POINT (991619.8110109323 211304.27661299054),QUEENS MIDTOWN TUNNEL APPROACH,East 37 Street,East 38 Street,12.242559523809524,7.0
2019,POINT (991628.6396631234 211880.6932890258),2 AVENUE,East 39 Street,East 40 Street,200.24454365079364,211.5
2019,POINT (991651.7446566193 212624.15878857102),EAST 42 STREET,Alley,2 Avenue,91.60639880952381,80.0
2019,POINT (991756.2460812922 214618.41246538094),LEXINGTON AVENUE,East 49 Street,East 48 Street,337.41964285714283,358.0
2019,POINT (991762.5225589696 212118.1029866847),2 AVENUE,East 40 Street,East 41 Street,168.8640873015873,124.5
2019,POINT (991813.7708404302 228929.02555057857),WEST 96 STREET,Broadway,West End Avenue,86.73214285714286,91.0
2019,POINT (991862.7566268982 229362.23104050633),WEST END AVENUE,West 97 Street,West 98 Street,55.41608796296296,56.5
2019,POINT (991886.1576246165 212341.11550080514),2 AVENUE,East 41 Street,East 42 Street,267.09375,322.0
2019,POINT (991892.3728928729 218021.41662525665),5 AVENUE,East 61 Street,Astoria Line,180.76785714285714,190.0
2019,POINT (991909.0893928196 213849.27124176468),3 AVENUE,East 46 Street,East 47 Street,267.71180555555554,287.0
2019,POINT (991915.2469754982 218062.4100554285),5 AVENUE,East 61 Street,Astoria Line,173.63541666666666,202.0
2019,POINT (992004.2280436634 229618.45368033453),WEST END AVENUE,West 98 Street,West 99 Street,50.80902777777778,44.0
2019,POINT (992022.1099175046 212585.39085843187),2 AVENUE,East 43 Street,East 42 Street,223.52752976190476,244.0
2019,POINT (992025.23252371 212591.0060839723),2 AVENUE,East 42 Street,East 43 Street,231.22271825396825,215.0
2019,POINT (992025.7505434931 199184.62262815682),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,285.9114583333333,295.0
2019,POINT (992032.2459785962 199273.23681560458),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,211.75967261904762,221.0
2019,POINT (992041.80937064 218291.33022096506),5 AVENUE,East 61 Street,East 62 Street,130.58449074074073,128.0
2019,POINT (992044.8965267839 211076.22221012946),1 AVENUE,Dead End,Queens Midtown Tunnel,230.98660714285714,258.0
2019,POINT (992082.5780941971 199234.2998442139),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,319.4784226190476,321.0
2019,POINT (992096.3523418304 199171.60814342252),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,497.3206845238095,532.0
2019,POINT (992185.3490506621 212329.99715848215),EAST 42 STREET,2 Avenue,Flushing Line,98.2719494047619,82.0
2019,POINT (992205.6749902394 212318.81155290507),EAST 42 STREET,2 Avenue,Flushing Line,113.99404761904762,111.0
2019,POINT (992208.0891069989 218049.40581047654),EAST 61 STREET,5 Avenue,Madison Avenue,39.42261904761905,42.0
2019,POINT (992269.9240439773 228675.38933853572),WEST 96 STREET,Amsterdam Avenue,Broadway,72.45089285714286,80.0
2019,POINT (992350.6818196431 218267.90274253022),EAST 62 STREET,5 Avenue,Madison Avenue,37.683035714285715,38.0
2019,POINT (992353.2541617766 229382.21244243524),BROADWAY,West 98 Street,West 99 Street,86.4406099518459,95.0
2019,POINT (992361.3601453997 217820.73732979872),MADISON AVENUE,Astoria Line,East 61 Street,166.79595588235293,196.0
2019,POINT (992405.7941297577 229346.44994896773),BROADWAY,West 98 Street,West 99 Street,84.10185185185185,86.0
2019,POINT (992423.5455659806 218981.6545649037),5 AVENUE,65 St Transverse,East 64 Street,176.62946428571428,200.0
2019,POINT (992437.2339603709 211787.27735133917),1 AVENUE,East 40 Street,Dead end,312.8050595238095,351.5
2019,POINT (992479.5895888838 229610.45031136402),BROADWAY,West 99 Street,West 100 Street,88.38194444444444,98.0
2019,POINT (992486.5710986411 218046.377965669),MADISON AVENUE,East 61 Street,East 62 Street,73.60763888888889,78.0
2019,POINT (992531.1879956035 213504.4134862067),2 AVENUE,East 46 Street,East 47 Street,365.80555555555554,396.5
2019,POINT (992541.916131872 229591.43982720247),BROADWAY,West 99 Street,West 100 Street,73.7199074074074,75.0
2019,POINT (992594.1264712578 229815.56448042084),BROADWAY,West 100 Street,West 101 Street,93.61979166666667,102.0
2019,POINT (992656.3587241105 229797.37333721181),BROADWAY,West 100 Street,West 101 Street,65.24016064257029,64.0
2019,POINT (992658.8532437008 219406.82023637084),5 AVENUE,East 67 Street,65 St Transverse,193.48511904761904,225.0
2019,POINT (992771.8861599567 217573.16145424603),PARK AVENUE,Astoria Line,East 61 Street,177.07465277777777,196.5
2019,POINT (992780.489830213 217588.7501346997),PARK AVENUE,Astoria Line,East 61 Street,159.24632352941177,197.0
2019,POINT (992824.179654137 217532.55664913208),PARK AVENUE,Astoria Line,East 61 Street,167.64322916666666,176.0
2019,POINT (992836.1705261773 217554.25812122528),PARK AVENUE,Astoria Line,East 61 Street,141.04668304668306,160.0
2019,POINT (992845.1720604197 228357.03308699114),WEST 96 STREET,Columbus Avenue,Amsterdam Avenue,83.48660714285714,80.0
2019,POINT (992912.234150305 214193.37939824708),2 AVENUE,East 50 Street,East 49 Street,409.9642857142857,446.0
2019,POINT (993099.5497754674 217554.06069270408),EAST 61 STREET,Park Avenue,Lexington Avenue,41.839285714285715,34.0
2019,POINT (993156.3147588138 213897.51589433872),EAST 49 STREET,2 Avenue,1 Avenue,95.51041666666667,104.0
2019,POINT (993164.0566754913 217158.990838033),LEXINGTON AVENUE,Astoria Line,East 59 Street,415.67857142857144,448.5
2019,POINT (993231.3019383672 217780.07018915232),EAST 62 STREET,Park Avenue,Lexington Avenue,69.74702380952381,78.0
2019,POINT (993255.7246192964 213368.19548731064),1 AVENUE,East 47 Street,Dead end,50.863425925925924,57.0
2019,POINT (993256.5919971104 217326.2794700091),LEXINGTON AVENUE,East 61 Street,Astoria Line,167.83323114653587,198.0
2019,POINT (993309.9143237601 228261.97927726564),COLUMBUS AVENUE,West 97 Street,West 96 Street,191.41071428571428,219.0
2019,POINT (993311.3653735847 220582.90551176574),5 AVENUE,East 72 Street,East 71 Street,163.89732142857142,190.0
2019,POINT (993312.8156905812 233400.47385001773),RIVERSIDE DRIVE,West 113 Street,West 114 Street,73.4988425925926,54.5
2019,POINT (993340.2261975876 220104.85164756226),EAST 70 STREET,5 Avenue,Madison Avenue,14.007440476190476,13.0
2019,POINT (993340.554569964 233386.1457971673),RIVERSIDE DRIVE,West 113 Street,West 114 Street,56.96180555555556,42.0
2019,POINT (993346.9721798176 213309.11392651702),1 AVENUE,East 47 Street,Fdr Drive Nb Entrance E 48 St,108.875,120.0
2019,POINT (993388.6689516642 233386.50452415392),RIVERSIDE DRIVE,West 113 Street,West 114 Street,9.237268518518519,9.0
2019,POINT (993436.2209570279 220349.64377546924),EAST 71 STREET,Madison Avenue,5 Avenue,15.350260416666666,15.0
2019,POINT (993443.6434291467 220821.11560074807),5 AVENUE,East 73 Street,East 72 Street,164.68303571428572,189.0
2019,POINT (993556.8153237355 228706.2116019447),COLUMBUS AVENUE,Dead End,Dead end,140.5601851851852,152.0
2019,POINT (993567.8521994359 213829.36341114374),1 AVENUE,Mitchell Place,East 50 Street,453.16964285714283,515.0
2019,POINT (993584.0861599366 221072.4175427303),5 AVENUE,East 73 Street,East 74 Street,161.22916666666666,180.5
2019,POINT (993698.2279957391 217077.47578937607),3 AVENUE,Astoria Line,East 61 Street,286.29398148148147,320.0
2019,POINT (993698.6382867171 217078.2133339775),3 AVENUE,Astoria Line,East 61 Street,286.29398148148147,320.0
2019,POINT (993699.4473096249 217079.667644479),3 AVENUE,Astoria Line,East 61 Street,217.3746167995095,263.0
2019,POINT (993937.4910051081 216045.64089568856),2 AVENUE,East 58 Street,East 57 Street,335.6451388888889,345.0
2019,POINT (993965.5503255741 228066.5023338545),WEST 97 STREET,8 Avenue Line,Dead end,113.20238095238095,127.0
2019,POINT (994027.6186927849 220826.5731310985),MADISON AVENUE,East 73 Street,East 74 Street,271.63194444444446,295.0
2019,POINT (994092.0882046272 217005.17144139585),EAST 61 STREET,3 Avenue,2 Avenue,111.20833333333333,123.0
2019,POINT (994196.6176314526 217245.41614729463),EAST 62 STREET,3 Avenue,2 Avenue,88.20535714285714,97.0
2019,POINT (994239.9364296417 221762.80940161867),EAST 77 STREET,Madison Avenue,5 Avenue,24.489583333333332,26.0
2019,POINT (994242.7105310727 222263.5928602206),5 AVENUE,Dead end,East 78 Street,149.18154761904762,167.0
2019,POINT (994304.8768670163 215671.2117402294),EAST 57 STREET,Ed Koch Queensboro Bridge Appr,1 Avenue,94.46076388888889,54.0
2019,POINT (994318.3021745003 216729.49911111515),2 AVENUE,East 61 Street,Astoria Line,179.39485766758494,187.0
2019,POINT (994343.3929941293 228275.41542166477),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,78.13194444444444,78.0
2019,POINT (994352.0789255678 222462.1443580111),5 AVENUE,East 80 Street,79 St Transverse,134.29464285714286,145.5
2019,POINT (994356.5232451803 222000.08653601454),EAST 78 STREET,5 Avenue,Madison Avenue,11.757440476190476,11.0
2019,POINT (994432.9129712278 220577.01303301222),PARK AVENUE,East 73 Street,East 74 Street,165.32407407407408,164.5
2019,POINT (994460.753316463 215441.2157987145),1 AVENUE,East 56 Street,East 57 Street,291.6451388888889,321.0
2019,POINT (994500.6901277604 220555.25735949827),PARK AVENUE,East 73 Street,East 74 Street,139.87615740740742,130.0
2019,POINT (994560.1811381084 216510.54472223372),ED KOCH QUEENSBORO BRIDGE EXIT,Astoria Line,Dead end,41.16789215686274,44.0
2019,POINT (994567.5176442005 220818.383878798),PARK AVENUE,East 74 Street,East 75 Street,139.9511217948718,148.0
2019,POINT (994630.4225573753 220789.6159549491),PARK AVENUE,East 74 Street,East 75 Street,120.97596153846153,112.0
2019,POINT (994698.2127990954 234541.59261138205),BROADWAY,Connector,West 120 Street,78.1863425925926,82.0
2019,POINT (994737.4769240508 234483.88999755873),BROADWAY,Connector,West 120 Street,76.65393518518519,78.0
2019,POINT (994790.1591506246 234708.30925000392),BROADWAY,West 120 Street,West 121 Street,70.72453703703704,73.0
2019,POINT (994805.6074480796 216608.98673818415),EAST 61 STREET,Ed Koch Queensboro Bridge Exit,1 Avenue,81.6860119047619,87.0
2019,POINT (994846.4149636178 234676.76131434794),BROADWAY,West 120 Street,West 121 Street,57.1099537037037,57.0
2019,POINT (994886.8991886885 223425.854743539),5 AVENUE,86 St Transverse,East 83 Street,134.28720238095238,142.0
2019,POINT (994914.2822228126 234935.59144485462),BROADWAY,West 121 Street,West 122 Street,68.75833333333334,72.0
2019,POINT (994919.8348640819 216844.43572731322),EAST 62 STREET,Ed Koch Queensboro Bridge Exit,1 Avenue,209.92857142857142,231.0
2019,POINT (994976.083838377 216372.4511448707),1 AVENUE,Astoria Line,East 61 Street,221.60452322738385,268.0
2019,POINT (994976.3811955912 234907.8923654761),BROADWAY,West 121 Street,West 122 Street,68.89930555555556,69.0
2019,POINT (995045.9114938136 220555.3542663787),LEXINGTON AVENUE,East 74 Street,East 75 Street,194.8414351851852,211.0
2019,POINT (995129.1810134775 223861.28373699912),5 AVENUE,East 86 Street,86 St Transverse,157.87053571428572,179.0
2019,POINT (995204.8013737333 219070.01144903825),EAST 70 STREET,Pedestrian Path,2 Avenue,32.517857142857146,33.0
2019,POINT (995301.581084857 223961.18897626),EAST 86 STREET,5 Avenue,Madison Avenue,33.60044642857143,32.0
2019,POINT (995315.2363502335 219309.90917295963),EAST 71 STREET,2 Avenue,Pedestrian Path,35.05059523809524,39.0
2019,POINT (995363.6934012045 220083.97463743566),3 AVENUE,East 73 Street,East 74 Street,310.69444444444446,339.0
2019,POINT (995513.5887874196 215868.3176645829),YORK AVENUE,Koch Br Pedestrian And Bike Path,Astoria Line,103.8966565349544,98.0
2019,POINT (995598.309161627 216021.8595123823),YORK AVENUE,Astoria Line,East 61 Street,108.33628588882101,121.0
2019,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,723.7395833333334,831.5
2019,POINT (995929.6772359419 215508.2034037162),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,85.2578125,112.0
2019,POINT (995963.0330513178 215550.11772571897),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,399.4830729166667,407.5
2019,POINT (996009.0941820353 233968.58220308652),MORNINGSIDE DRIVE,West 120 Street,West 121 Street,10.605324074074074,10.0
2019,POINT (996112.4000870528 215429.93760683667),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,270.12065972222223,337.0
2019,POINT (996115.65885247 219976.02282766966),2 AVENUE,East 74 Street,East 75 Street,237.38888888888889,253.0
2019,POINT (996125.955685054 220717.776018401),EAST 77 STREET,2 Avenue,3 Avenue,32.714285714285715,36.0
2019,POINT (996248.2717920245 220951.9709565623),EAST 78 STREET,3 Avenue,2 Avenue,27.208333333333332,28.0
2019,POINT (996416.2072805251 226702.76436804153),97 ST TRANSVERSE,5 Avenue,Dead end,132.32142857142858,139.0
2019,POINT (996431.8004081725 226217.67241187234),5 AVENUE,97 St Transverse,East 95 Street,196.2797619047619,216.5
2019,POINT (996646.1365571865 219386.1615912921),1 AVENUE,East 73 Street,East 74 Street,217.00115740740742,219.0
2019,POINT (996698.4983126959 226697.93588580543),5 AVENUE,East 98 Street,97 St Transverse,133.65178571428572,139.5
2019,POINT (996733.5210060297 226526.56368870044),EAST 97 STREET,Madison Avenue,5 Avenue,188.63244047619048,214.5
2019,POINT (996775.4612807205 216986.75575770024),F D R DRIVE,Dead end,Fdr Drive Exit 12 Southbound,943.1324404761905,1109.0
2019,POINT (996789.147060103 233630.02417657975),MANHATTAN AVENUE,West 120 Street,West 121 Street,19.06915509259259,18.0
2019,POINT (996847.8182030145 217016.39820740363),F D R DRIVE,Dead End,Dead end,845.1324404761905,969.5
2019,POINT (996854.5207863225 226459.1381362628),EAST 97 STREET,Madison Avenue,5 Avenue,115.88392857142857,128.0
2019,POINT (996864.5504970638 226752.12813502754),EAST 98 STREET,5 Avenue,Madison Avenue,31.017857142857142,31.5
2019,POINT (997019.663343236 226226.84710368808),MADISON AVENUE,East 96 Street,East 97 Street,239.65029761904762,273.0
2019,POINT (997096.445355768 226003.31963457627),EAST 96 STREET,Madison Avenue,Park Avenue,96.828125,99.0
2019,POINT (997218.51123064 227452.84717778367),EAST 101 STREET,Madison Avenue,5 Avenue,32.683035714285715,30.0
2019,POINT (997231.3146317156 227654.16608345485),5 AVENUE,Central Park East 102 St Appr,East 101 Street,115.9077380952381,112.0
2019,POINT (997256.7722515095 219017.34982785533),YORK AVENUE,East 73 Street,East 74 Street,119.9675925925926,106.0
2019,POINT (997367.3744911999 227901.27551274592),5 AVENUE,East 103 Street,Central Park East 102 St Appr,120.86904761904762,118.0
2019,POINT (997615.7937816911 225715.818673244),EAST 96 STREET,Park Avenue,Lexington Avenue,103.55505952380952,112.0
2019,POINT (997640.3818752734 229976.2614834069),CENTRAL PARK NORTH,Frawley Circle,Central Park Lenox Avenue Appr,34.380208333333336,33.0
2019,POINT (997841.7760580428 228761.51326088808),5 AVENUE,East 107 Street,East 106 Street,140.5625,139.5
2019,POINT (997883.9424581314 228606.07619463876),EAST 106 STREET,Madison Avenue,5 Avenue,21.953869047619047,20.0
2019,POINT (998018.7636875503 225493.35901033992),EAST 96 STREET,Dead End,3 Avenue,107.22693452380952,121.0
2019,POINT (998374.9023758152 241180.81044252464),BROADWAY,West 148 Street,West 149 Street,83.85416666666667,86.0
2019,POINT (998434.1860903834 241156.45426190604),BROADWAY,West 148 Street,West 149 Street,69.53125,65.5
2019,POINT (998583.9582197576 225179.8319816222),EAST 96 STREET,3 Avenue,2 Avenue,129.61458333333334,144.5
2019,POINT (998730.755650655 226158.4529564479),3 AVENUE,East 99 Street,East 100 Street,107.97800925925925,97.5
2019,POINT (999025.9347228099 244300.98079726333),WEST 160 STREET,Riverside Drive,Ft Washington Avenue,24.575892857142858,23.0
2019,POINT (999061.9861941517 244583.27053629476),WEST 161 STREET,Ft Washington Avenue,Riverside Drive,25.751488095238095,25.0
2019,POINT (999119.7373510337 233220.5160676525),LENOX AVENUE,West 123 Street,West 124 Street,112.965625,124.0
2019,POINT (999147.2995223359 233170.80363431879),LENOX AVENUE,West 123 Street,West 124 Street,63.23645833333333,71.0
2019,POINT (999272.3610871846 244769.25875691997),WEST 162 STREET,Riverside Drive,Ft Washington Avenue,27.56547619047619,27.0
2019,POINT (999343.5158141352 232494.30402501885),MT MORRIS PARK WEST,West 121 Street,West 122 Street,69.875,68.0
2019,POINT (999355.3363786899 217361.32553894378),ROOSEVELT IS BRIDGE,Qn-ny Cnty Shoreline,Dead end,46.1640625,49.0
2019,POINT (999356.4810685206 225828.5896244901),2 AVENUE,East 99 Street,East 100 Street,122.82060185185185,115.0
2019,POINT (999361.5980770027 224748.72155720435),EAST 96 STREET,2 Avenue,1 Avenue,136.1748511904762,153.0
2019,POINT (999373.2453587385 245006.74913368025),WEST 163 STREET,Ft Washington Avenue,Riverside Drive,22.050595238095237,21.0
2019,POINT (999694.5737784363 239413.31367215997),WEST 145 STREET,Edgecombe Avenue,8 Avenue Line,87.41269841269842,86.0
2019,POINT (999816.1126724757 225106.22173063506),1 AVENUE,East 97 Street,East 99 Street,191.18171296296296,192.0
2019,POINT (999838.2161806028 245503.19454979867),WEST 165 STREET,Ft Washington Avenue,Riverside Drive,124.1889880952381,112.0
2020,POINT (1002564.5610851326 240983.75683398134),MACOMBS DAM BRIDGE,Harlem River Shoreline,Harlem River Shoreline,180.2704613095238,196.0
2020,POINT (1002754.5374999298 235875.81836194085),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,200.99107142857142,214.0
2020,POINT (1002758.8176441995 235908.97875633911),MADISON AVENUE BRIDGE,Harlem River Shoreline,Harlem River Shoreline,215.82068452380952,240.0
2020,POINT (1002839.6095209746 237849.64238196152),145 STREET BRIDGE,Dead End,Harlem River Shoreline,96.81287202380952,78.0
2020,POINT (1003878.3646513562 231992.77964707965),WILLIS AVENUE BRIDGE,Harlem River Drive Exit 18 Nb,Harlem River Shoreline,575.1004464285714,635.0
2020,POINT (1004009.9376747445 247299.3322981837),ALEXANDER HAMILTON BRIDGE,Dead End,Harlem River Shoreline,817.5694444444445,926.5
2020,POINT (1004021.9978427979 247356.44157370654),ALEXANDER HAMILTON BRIDGE,Dead End,Harlem River Shoreline,725.6979166666666,754.0
2020,POINT (1004170.6634530823 247782.7882331651),WASHINGTON BRIDGE,Harlem River Shoreline,Harlem River Shoreline,218.57142857142858,223.0
2020,POINT (1004190.1233740989 247816.61094514112),WASHINGTON BRIDGE,Harlem River Shoreline,Harlem River Shoreline,342.93824404761904,372.0
2020,POINT (1007807.3102189016 253610.3799800104),UNIVERSITY HEIGHTS BRIDGE,Harlem River Shoreline,Harlem River Shoreline,201.22135416666666,212.0
2020,POINT (1008820.0489733003 257592.1467928457),BROADWAY BRIDGE,Broadway,Harlem River Shoreline,165.33407738095238,180.0
2020,POINT (1008845.5343071799 257557.10178422925),BROADWAY BRIDGE,Broadway,Harlem River Shoreline,145.9561011904762,149.0
2020,POINT (985082.5324372944 196533.72263664615),BROOKLYN BRIDGE,Dead End,East River Shoreline,579.3541666666666,679.0
2020,POINT (985117.685764142 196561.98332260794),BROOKLYN BRIDGE,Dead End,East River Shoreline,610.0868055555555,685.5
2020,POINT (986160.4435548312 221075.3355551486),12 AVENUE,Dead End,Dead end,552.3125,618.0
2020,POINT (986216.4249932888 221052.7309176884),12 AVENUE,Dead End,Dead end,457.4895833333333,512.0
2020,POINT (986814.7703362274 196945.10914437595),MANHATTAN BRIDGE,Manhattan Bridge Line,Manhattan Bridge Line,325.6197916666667,337.5
2020,POINT (986829.8036606885 196996.20095248145),MANHATTAN BRIDGE,Dead End,Dead end,136.36111111111111,150.0
2020,POINT (986863.0264833217 197013.41376878403),MANHATTAN BRIDGE,6 Avenue Line,6 Avenue Line,230.1108630952381,204.0
2020,POINT (987087.2195708795 220744.5037073528),WEST END AVENUE,West 60 Street,West 61 Street,68.12983630952381,64.0
2020,POINT (987878.1663718851 220314.35523341902),AMSTERDAM AVENUE,West 60 Street,West 61 Street,150.8735119047619,163.5
2020,POINT (988657.4390277021 219867.15364231082),COLUMBUS AVENUE,West 60 Street,West 61 Street,145.66815476190476,158.0
2020,POINT (989174.5096420951 219552.53288283732),BROADWAY,West 60 Street,West 61 Street,86.32440476190476,85.5
2020,POINT (989240.4312123661 219547.3997999201),BROADWAY,West 60 Street,West 61 Street,66.7671130952381,66.0
2020,POINT (989423.2095312162 219396.78278319325),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,76.63392857142857,74.0
2020,POINT (991916.5770946011 218064.79380761928),5 AVENUE,Astoria Line,East 61 Street,151.77083333333334,174.0
2020,POINT (992025.7505434931 199184.62262815682),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,469.59722222222223,517.5
2020,POINT (992032.2459785962 199273.23681560458),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,420.1145833333333,479.0
2020,POINT (992082.5780941971 199234.2998442139),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,420.1145833333333,479.0
2020,POINT (992096.3523418304 199171.60814342252),WILLIAMSBURG BRIDGE,East River Shoreline West,East River Shoreline,469.59722222222223,517.5
2020,POINT (992362.2029037067 217822.24872189682),MADISON AVENUE,Astoria Line,East 61 Street,150.46949404761904,174.0
2020,POINT (992779.8142803045 217587.52613013636),PARK AVENUE,Astoria Line,East 61 Street,122.15401785714286,105.5
2020,POINT (992835.6202604746 217553.2622323734),PARK AVENUE,Astoria Line,East 61 Street,97.67261904761905,66.5
2020,POINT (993257.752171061 217328.38563566314),LEXINGTON AVENUE,Astoria Line,East 61 Street,150.1688988095238,169.5
2020,POINT (993699.8789386078 217080.443546566),3 AVENUE,Astoria Line,East 61 Street,178.8154761904762,205.5
2020,POINT (994320.9493131964 216734.2445431342),2 AVENUE,Astoria Line,East 61 Street,344.86607142857144,356.0
2020,POINT (994524.6539808109 216417.74698162018),ED KOCH QUEENSBORO BRIDGE,Ed Koch Queensboro Bridge Exit,Dead end,89.10342261904762,94.0
2020,POINT (994976.2311476073 216372.7189745619),1 AVENUE,Astoria Line,East 61 Street,210.93154761904762,224.0
2020,POINT (995597.5914553727 216020.55259954516),YORK AVENUE,Astoria Line,East 61 Street,84.15327380952381,89.0
2020,POINT (995814.4517053183 215896.87205204542),F D R DRIVE,Astoria Line,Dead end,773.484375,869.0
2020,POINT (995929.6772359419 215508.2034037162),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,50.151785714285715,44.0
2020,POINT (995963.0330513178 215550.11772571897),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,279.078125,309.0
2020,POINT (996112.4000870528 215429.93760683667),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,234.27199074074073,287.5
2020,POINT (999848.3093221203 247759.78308722837),HENRY HUDSON PARKWAY EXIT NB,Cbe Nb Exit 1 A Upperdeck,Riverside Drive,95.22470238095238,89.0
2022,POINT (980278.6317645613 195767.60843632874),STATE STREET,Bridge Street,Battery Place,52.339120370370374,51.0
